bioID,year,tmID,position,minutes,assists,blocks,points,rebounds,steals,turnovers,performance
desouer01w,8,CON,F-C,391,14,29,136,97,7,35,24.66598465473146
desouer01w,9,ATL,F-C,277,8,21,112,79,17,20,30.411552346570396
desouer01w,10,ATL,F-C,928,38,44,402,309,32,70,31.30603448275862
dickeke01w,1,MIN,F,791,59,2,142,141,37,70,12.766118836915297
dickeke01w,2,UTA,F,6,1,0,0,1,0,0,13.375902871933937
dillata01w,4,SAS,G,168,15,4,41,15,7,14,14.22804958497775
dillata01w,5,SAS,G,205,19,1,37,14,4,14,14.45414450680004
dillata01w,6,SAS,G,51,3,0,9,6,2,3,11.906461577900421
dixonta01w,1,LAS,G,882,96,10,338,105,40,60,20.726530612244897
dixonta01w,2,LAS,G,925,114,2,340,85,27,71,19.404972972972974
dixonta01w,3,LAS,G,958,119,5,319,92,28,82,17.808350730688936
dixonta01w,4,LAS,G,1042,89,10,412,126,35,69,19.250671785028793
dixonta01w,5,LAS,G,913,112,1,311,110,36,71,19.1829134720701
dixonta01w,6,LAS,G,607,77,2,160,67,24,40,17.24678747940692
dixonta01w,7,HOU,G,591,54,2,162,60,13,58,12.584771573604062
dixonta01w,8,HOU,G,490,57,6,216,57,24,38,13.314080102858691
dixonta01w,9,HOU,G,634,44,3,216,76,25,48,15.882018927444797
dixonta01w,10,IND,G,424,37,3,132,51,12,27,19.902922534791333
donapbe01w,4,NYL,F-C,2,0,0,0,0,0,0,16.133714523527335
donapbe01w,5,NYL,F-C,479,16,8,131,71,11,21,18.15491679476938
doronsh01w,8,NYL,G,35,0,0,10,3,3,1,13.815638253891466
dossaci01w,1,ORL,C,820,38,63,228,124,16,54,18.90439024390244
dossaci01w,2,ORL,C,65,2,5,19,6,3,7,14.953846153846154
dossaci01w,3,ORL,C,260,10,13,88,35,4,20,17.57076923076923
douglka01w,2,ORL,G-F,439,39,7,154,51,37,44,18.694168867888223
douglka01w,3,ORL,G-F,830,53,13,271,135,49,42,20.827951807228917
douglka01w,4,CON,G-F,843,56,11,336,106,31,28,22.641992882562278
douglka01w,5,CON,G-F,1120,90,13,364,132,50,52,19.88357142857143
douglka01w,6,CON,G-F,998,94,4,351,130,48,54,21.545891783567132
douglka01w,7,CON,G-F,1003,79,4,525,121,62,73,27.008973080757727
douglka01w,8,CON,G-F,1133,125,10,577,158,65,95,27.795939982347747
douglka01w,9,IND,G-F,1134,106,11,516,135,53,100,23.53333333333333
douglka01w,10,IND,G-F,1003,85,7,547,120,56,75,27.80937188434696
duffyme01w,7,MIN,G,387,36,0,105,29,9,24,13.981170491602413
duffyme01w,8,MIN,G,48,7,0,7,5,1,4,16.137346890833495
duffyme01w,9,NYL,G,45,3,0,11,2,0,5,15.145067322233563
dupreca01w,7,CHI,F,1032,60,25,467,188,43,60,24.495348837209303
dupreca01w,8,CHI,F,1078,46,41,544,254,29,81,27.591094619666052
dupreca01w,9,CHI,F,1119,78,45,555,270,36,98,27.796246648793566
dupreca01w,10,CHI,F,1186,75,41,534,268,35,81,25.91635750421585
dydekma01w,1,UTA,C,775,51,96,294,175,18,82,27.08593548387097
dydekma01w,2,UTA,C,970,64,113,349,243,25,90,27.85360824742268
dydekma01w,3,UTA,C,876,71,107,394,262,25,96,32.847945205479455
dydekma01w,4,SAS,C,926,58,100,406,251,19,80,30.953779697624192
dydekma01w,5,SAS,C,682,60,48,225,168,20,64,24.05454545454545
dydekma01w,6,CON,C,671,38,71,225,195,8,47,28.90730253353204
dydekma01w,7,CON,C,743,40,85,320,206,21,50,32.43876177658143
dydekma01w,8,CON,C,643,31,66,214,209,12,51,29.813374805598755
dydekma01w,9,LAS,C,14,0,0,4,3,0,0,23.077841833189527
edwarmi01w,1,CLE,G,17,1,0,8,2,0,4,14.45346971411331
edwarmi01w,1,SEA,G,455,40,5,131,34,14,38,14.087973580401254
edwarmi01w,2,SEA,G,13,4,0,4,2,1,3,15.441829577899
edwarsi01w,1,SEA,C,645,22,10,216,107,16,45,17.218604651162792
edwarsi01w,2,SEA,C,810,26,20,237,157,24,37,19.05777777777778
edwarsi01w,3,SEA,C,694,19,12,223,141,21,44,19.00115273775216
edwarsi01w,4,SEA,C,577,16,9,157,133,10,31,18.74246100519931
edwarsi01w,5,SEA,C,257,5,3,48,56,8,13,17.663813229571986
edwarsi01w,6,SEA,C,201,3,2,55,31,4,4,21.545728492530113
edwarte01w,4,MIN,G-F,854,148,11,181,105,41,92,17.10632318501171
edwarte01w,5,MIN,G-F,697,79,8,194,90,47,93,16.42984218077475
edwarto01w,1,PHO,G,926,58,9,338,76,36,63,16.246652267818575
edwarto01w,2,CHA,G,372,30,6,100,43,14,40,11.275650292504933
edwarto01w,2,PHO,G,208,18,1,94,19,5,22,16.38192895510692
edwarto01w,3,CHA,G,303,24,2,112,41,16,17,18.534562861984256
elysh01w,6,SAS,F,528,27,4,139,62,7,33,13.240909090909092
elysh01w,7,SAS,F,136,10,0,41,31,2,13,21.10877748626221
elysh01w,8,SEA,F,282,11,1,65,39,8,19,17.840829517910045
elysh01w,9,SEA,F,389,16,5,113,90,12,29,20.31041333710588
elysh01w,10,CHI,F,497,20,8,232,88,12,36,21.21106205564749
enissh01w,1,CHA,F-C,323,10,1,139,45,10,16,16.493073727771986
enissh01w,2,CHA,F-C,623,14,5,191,113,10,36,17.76886035313001
enissh01w,3,CHA,F-C,59,3,2,19,9,1,1,21.77694915254237
enissh01w,4,CHA,F-C,613,16,2,252,125,29,41,22.938988580750404
erbsu01w,1,CHA,C,275,10,6,92,63,8,17,23.069500424808837
erbsu01w,2,CHA,C,148,4,5,54,35,1,10,22.400601598276015
erbsu01w,3,CHA,C,342,10,11,88,71,13,35,18.98619090098127
ervinla01w,10,CON,F,56,0,0,16,13,1,2,21.07643315337061
fallotr01w,2,PHO,G-F,841,33,12,322,77,35,47,18.834720570749106
farriba01w,1,DET,C-F,130,2,1,45,32,6,14,20.40923076923077
farriba01w,2,DET,C-F,559,16,5,129,109,7,30,15.932737030411445
farriba01w,3,DET,C-F,564,16,9,143,94,12,38,15.542553191489361
farriba01w,4,DET,C-F,522,23,4,127,82,10,41,14.172413793103448
farriba01w,5,DET,C-F,422,7,2,118,61,8,26,15.566074937662039
farriba01w,6,DET,C-F,444,19,1,83,84,8,43,12.308108108108108
farriba01w,7,NYL,C-F,944,51,5,261,178,21,65,17.439406779661017
farriba01w,8,NYL,C-F,237,13,1,53,43,6,19,14.764556962025319
farriba01w,9,PHO,C-F,553,8,4,118,130,20,35,16.854249547920432
farriba01w,10,DET,C-F,110,5,0,17,18,5,9,11.585454545454546
feastal01w,1,LAS,F,469,33,2,202,85,23,35,17.929931685109104
feastal01w,2,CHA,F,1007,46,10,365,153,29,59,18.779344587884808
feastal01w,3,CHA,F,956,61,12,379,118,39,40,20.447698744769877
feastal01w,4,CHA,F,1096,73,9,422,113,52,72,18.266058394160584
feastal01w,5,CHA,F,1052,60,6,388,84,27,68,15.864638783269957
feastal01w,6,CHA,F,666,51,2,192,37,14,38,12.502702702702704
feastal01w,7,CHA,F,309,21,2,55,20,13,14,16.78553758789813
feastal01w,9,IND,F,301,26,3,85,23,5,14,18.14720152641538
feifesu01w,6,SAC,G,24,3,0,7,1,0,2,14.721326907101622
ferdima01w,2,UTA,G,864,79,4,366,86,40,63,20.458333333333336
ferdima01w,3,UTA,G,1065,91,7,489,107,51,89,20.83943661971831
ferdima01w,4,SAS,G,1116,90,6,470,127,58,85,19.94193548387097
ferdima01w,5,SAS,G,509,29,2,199,54,32,35,18.091944990176813
ferdima01w,6,SAS,G,999,68,5,388,116,46,70,18.07207207207207
ferdima01w,8,SAS,G,481,28,3,164,81,19,37,19.25883875795969
ferdima01w,9,LAS,G,680,43,4,276,85,25,41,18.688235294117646
ferdima01w,10,LAS,G,339,24,2,151,41,15,22,18.275343771029068
fernama01w,8,LAS,G,891,101,14,297,72,36,90,16.606060606060602
ferrama01w,1,NYL,F,154,4,2,50,17,0,11,13.035678915641743
figgsuk01w,1,LAS,G,803,127,3,215,55,21,43,18.95940224159402
figgsuk01w,2,LAS,G,930,126,4,257,100,43,55,18.913548387096775
figgsuk01w,3,POR,G,866,104,2,264,80,25,44,18.432332563510393
figgsuk01w,4,HOU,G,952,82,1,149,81,26,59,10.062605042016807
firsool01w,1,NYL,C,19,1,1,12,4,0,2,23.68947368421053
floremi01w,1,MIA,G,474,49,3,112,23,23,48,12.591804575936777
flukety01w,7,CHA,C,324,9,14,76,66,2,21,20.97243815025489
flukety01w,8,LAS,C,114,3,7,39,19,3,9,23.052532894736842
flukety01w,8,SEA,C,31,0,1,1,7,0,3,15.838505948832468
flukety01w,9,CHI,C,231,10,8,70,34,6,18,22.952509815765634
folklkr01w,1,MIN,F,845,67,22,242,154,23,50,18.592189349112427
folklkr01w,2,POR,F,862,45,34,180,245,20,39,20.317865429234338
folklkr01w,3,POR,F,602,32,17,155,148,18,32,19.937541528239205
fordch01w,4,DET,F,956,27,31,344,334,32,79,26.194142259414228
fordch01w,5,DET,F,912,34,25,329,297,41,54,26.60921052631579
fordch01w,6,DET,F,932,26,46,313,322,33,69,26.32789699570815
fordch01w,7,DET,F,920,45,25,443,363,38,58,33.65608695652173
fordch01w,8,DET,F,460,22,11,195,168,28,42,19.67845310933301
fordch01w,9,DET,F,637,22,9,243,208,24,23,27.545368916797493
fordch01w,10,DET,F,755,25,13,249,215,28,49,22.873112582781456
fordki01w,1,MIA,G-F,424,21,1,104,62,32,27,13.581735619629027
fordki01w,2,MIA,G-F,395,21,5,71,65,17,18,12.348161941625694
fordst01w,2,NYL,F,3,0,0,2,1,0,0,21.976503773404467
fordst01w,3,SAC,F,12,1,0,2,2,0,1,9.15
fowlesy01w,9,CHI,C,430,5,36,178,127,19,37,22.952509815765634
fowlesy01w,10,CHI,C,692,19,35,270,188,21,76,24.258381502890167
francde01w,1,NYL,F,2,0,0,0,0,0,0,13.035678915641743
frankaq01w,9,SAC,G,351,59,1,53,45,16,26,17.899678167108313
frankaq01w,10,SEA,G,20,1,0,0,2,1,1,14.664514602590867
frazeme01w,10,SAS,F,326,15,5,145,84,8,21,26.627000479552862
fresest01w,1,UTA,G,222,17,0,62,18,4,14,16.099079074108136
frettla01w,1,LAS,F,187,6,6,40,24,7,13,17.929931685109104
frettla01w,2,SAC,F,403,18,6,128,55,10,32,28.143672456575683
frettla01w,3,SAC,F,648,23,19,187,95,5,27,16.65
frettla01w,4,SAC,F,150,12,3,36,23,2,10,18.688054054054057
frettla01w,5,CHA,F,71,4,2,15,10,1,10,13.885422601936218
frettla01w,5,NYL,F,276,14,5,102,40,9,14,19.28611540467498
frettla01w,6,NYL,F,361,18,4,98,38,12,18,15.414206333481935
friertr01w,5,SEA,F,22,0,0,7,5,0,1,15.836623078414123
frohlli01w,3,NYL,F-C,67,1,0,6,13,2,4,17.658095054953183
frohlli01w,4,NYL,F-C,214,15,8,83,36,6,14,16.133714523527335
frohlli01w,7,IND,F-C,169,9,0,66,35,5,13,21.898224852071007
frohlli01w,8,SAC,F-C,51,2,1,14,9,1,12,15.609562445667923
futreca01w,5,CON,G,144,10,1,42,19,5,7,15.050901957016912
gaithka01w,1,IND,C,24,1,1,6,3,0,1,17.61210019488708
gaithka01w,1,UTA,C,54,4,0,14,17,4,4,20.892599417520735
gaithka01w,3,LAS,C,5,1,0,0,1,0,1,18.331118911803426
gaithka01w,3,WAS,C,1,0,0,0,0,0,0,1.9058823529411764
garcibe01w,3,DET,G,64,9,0,8,4,3,11,15.521891867578267
gardike01w,9,CON,F,540,41,7,137,111,29,45,17.42
gardike01w,10,CON,F,596,39,24,180,143,25,38,21.980536912751678
gardnan01w,3,UTA,F-C,198,5,3,57,61,3,13,22.96103896103896
gardnan01w,9,WAS,F-C,178,6,0,57,50,3,11,21.830701725728925
garnean01w,1,SEA,F-C,560,25,10,101,98,27,43,14.271428571428574
gaydeco01w,1,ORL,G,7,1,0,2,0,0,0,17.595480029007035
gearlka01w,8,SEA,G-F,437,24,6,132,53,12,20,16.99496567505721
gearlka01w,9,SEA,G-F,468,21,3,171,44,11,15,10.50744416873449
gearlka01w,10,SEA,G-F,243,11,3,82,26,6,12,21.779549114331722
gibsoke01w,1,HOU,F-G,76,2,0,24,12,1,4,24.808450024142928
gibsoke01w,2,HOU,F-G,288,13,6,44,29,8,15,9.9
gibsoke01w,3,HOU,F-G,276,14,7,60,20,8,21,19.766102780498834
gibsoke01w,4,HOU,F-G,209,8,5,38,16,1,9,18.291949010399197
gilloje01w,1,PHO,F-C,826,45,29,376,116,21,59,23.4
gilloje01w,2,PHO,F-C,858,35,19,395,127,31,71,22.636363636363633
gilloje01w,3,PHO,F-C,874,37,21,473,116,29,61,25.54187643020595
gilloje01w,4,LAS,F-C,397,21,3,103,55,16,9,17.50125944584383
gilmous01w,1,IND,G,21,2,0,2,5,0,4,10.264624954145999
gisseka01w,9,LAS,F,14,0,0,0,2,0,1,16.957504590234617
givench01w,9,DET,G,10,2,0,2,0,0,2,10.238647084001446
gomisem01w,7,NYL,G,15,0,0,3,0,1,1,18.006232289054754
goodsad01w,1,UTA,F,929,69,7,498,164,41,81,25.72314316469322
goodsad01w,2,UTA,F,854,58,0,343,152,27,75,20.090866510538646
goodsad01w,3,UTA,F,1101,67,6,503,181,45,102,21.681743869209814
goodsad01w,4,SAS,F,969,71,6,371,185,24,85,20.11764705882353
goodsad01w,5,SAS,F,1068,60,2,372,235,28,67,20.592134831460672
goodsad01w,6,CHA,F,215,6,1,70,35,3,18,14.38416073547136
goodsad01w,6,HOU,F,271,15,0,72,36,8,16,17.105061130535525
goringi01w,8,WAS,C,156,3,12,54,41,5,4,17.808222811671087
gortmsh01w,3,MIN,G,369,21,6,91,61,13,25,12.263388766039881
gortmsh01w,4,MIN,G,200,14,1,50,32,11,20,13.227745490981961
gortmsh01w,5,WAS,G,24,2,1,0,4,0,2,12.907750634361145
gortmsh01w,7,SEA,G,265,17,2,56,48,11,25,16.26143091064215
granter01w,8,HOU,G,211,37,0,25,19,7,11,13.314080102858691
grecomi01w,5,SEA,G,73,8,0,29,10,3,8,18.934938378436424
greenci01w,7,SEA,C,24,0,0,2,8,0,0,14.095293244252758
grginve01w,1,LAS,F,183,12,1,49,23,3,14,17.929931685109104
grginve01w,2,LAS,F,223,12,1,71,35,4,15,19.089350492891086
grginve01w,3,LAS,F,79,1,0,31,8,1,8,18.069761359921543
griffyo01w,1,SAC,C-F,1026,47,61,523,331,83,82,35.69824561403509
griffyo01w,2,SAC,C-F,1077,54,37,518,357,63,75,33.569916434540396
griffyo01w,3,SAC,C-F,577,19,13,288,148,16,45,28.4630849220104
griffyo01w,4,SAC,C-F,1015,46,39,469,248,57,75,28.931231527093598
griffyo01w,5,SAC,C-F,1031,42,41,494,246,75,59,30.556353055286134
griffyo01w,6,SAC,C-F,962,52,31,469,223,42,68,28.968399168399166
griffyo01w,7,SAC,C-F,854,56,16,407,219,44,66,29.18782201405152
griffyo01w,8,SAC,C-F,738,47,12,289,147,33,65,22.74146341463415
griffyo01w,9,SEA,C-F,658,45,17,217,189,43,51,26.135562310030394
griffyo01w,10,IND,C-F,41,0,2,19,7,0,3,23.268292682926827
groomla01w,1,SAC,G-F,401,13,3,124,44,10,21,18.203252904207808
groomla01w,2,SAC,G-F,543,38,10,141,78,15,25,16.733701657458564
groomla01w,3,SAC,G-F,850,39,8,227,99,21,46,14.349176470588233
groomla01w,4,SAC,G-F,470,29,5,111,46,17,21,16.48320268756999
groomla01w,5,SAC,G-F,235,11,2,49,18,7,2,14.73845744680851
grubigo01w,1,IND,G,720,63,0,239,76,31,60,16.2
grubigo01w,2,IND,G,481,33,0,170,49,7,34,15.678362984875884
grubigo01w,3,PHO,G,859,104,3,317,64,36,58,20.162514551804424
grubigo01w,5,HOU,G,24,0,0,2,1,0,3,9.188017836825825
grubigo01w,6,LAS,G,41,5,0,1,6,1,2,14.130533411358869
grudasa01w,9,CON,F-C,476,28,26,193,110,19,41,26.485714285714288
grudasa01w,10,CON,F-C,810,35,41,350,165,23,68,25.324444444444442
hairska01w,8,CON,F,148,6,0,32,30,7,9,16.497480565418652
hallam01w,3,POR,F,104,1,1,30,26,7,12,18.888288591920762
hallvi01w,1,CLE,F,577,24,8,150,92,17,25,16.146967071057194
hallvi01w,2,CLE,F,225,9,5,65,33,1,11,20.79280844559673
hallvi01w,2,IND,F,123,4,0,36,16,4,7,18.684902307689672
hallvi01w,3,LAS,F,19,1,0,7,2,1,1,18.069761359921543
hammobe01w,1,NYL,G,835,58,1,351,64,29,62,17.974131736526942
hammobe01w,2,NYL,G,619,51,1,262,52,27,48,19.221324717285945
hammobe01w,3,NYL,G,659,54,0,256,68,25,55,17.612139605462822
hammobe01w,4,NYL,G,257,18,1,162,21,10,27,14.573587720592474
hammobe01w,5,NYL,G,1130,150,2,460,118,58,118,20.981946902654865
hammobe01w,6,NYL,G,1180,146,2,473,114,60,107,20.831186440677964
hammobe01w,7,NYL,G,674,81,3,323,66,29,65,22.801780415430265
hammobe01w,8,SAS,G,934,140,5,527,77,23,114,25.30406852248395
hammobe01w,9,SAS,G,1101,161,7,582,91,43,104,26.01089918256131
hammobe01w,10,SAS,G,1049,156,12,604,103,49,111,27.82535748331744
hamzoro01w,1,ORL,G,43,5,0,7,3,5,4,17.595480029007035
hardili01w,8,MIN,G,602,78,6,233,87,20,47,21.456478405315618
hardili01w,9,MIN,G,591,76,4,154,56,27,55,15.76446700507614
hardili01w,10,WAS,G,1194,154,13,435,135,43,101,19.902512562814067
harpela01w,9,SAC,F-C,560,12,20,188,137,15,48,22.056428571428572
harpela01w,10,SAC,F-C,460,20,22,150,113,13,42,22.82869565217391
harrido01w,1,IND,F,67,5,1,8,9,2,11,14.935002260817162
harrili01w,1,PHO,F,750,36,4,200,121,30,22,17.140800000000002
harrili01w,2,PHO,F,915,52,1,246,139,39,49,15.883278688524591
harrili01w,3,PHO,F,899,40,3,262,126,31,45,15.977753058954391
harrili01w,4,PHO,F,838,36,6,183,118,29,34,13.918854415274462
harrili01w,6,PHO,F,297,10,1,41,39,5,12,17.404277216362306
harrokr01w,2,MIN,G,72,11,0,21,4,3,3,18.51329243353783
harrokr01w,3,MIN,G,481,54,0,96,46,12,28,12.263388766039881
harrokr01w,4,MIN,G,499,72,3,88,39,18,39,13.227745490981961
harrokr01w,6,MIN,G,832,96,1,156,82,38,54,13.89375
harrokr01w,10,LAS,G,520,69,0,97,57,16,27,15.23076923076923
haydeva01w,5,MIN,C,350,7,29,153,84,7,34,21.266649350649352
haydeva01w,6,MIN,C,595,23,68,246,163,15,63,29.47764705882353
haydeva01w,7,MIN,C,424,19,44,177,115,6,44,28.71509433962264
haydeva01w,9,MIN,C,304,12,14,157,105,14,26,29.797826086956526
haydeva01w,10,LAS,C,269,6,22,94,67,4,19,27.44844250737085
haynikr01w,6,SAC,G,434,43,1,104,62,33,35,14.721326907101622
haynikr01w,7,SAC,G,476,68,2,140,67,27,46,17.58705758700378
haynikr01w,8,SAC,G,545,70,6,126,37,18,68,11.982385321100914
haynikr01w,9,ATL,G,486,82,4,94,56,30,47,18.30855373186128
haynikr01w,10,DET,G,161,11,0,44,25,14,10,18.451933914883828
haynikr01w,10,SAC,G,156,18,1,47,15,13,15,11.173313907593021
headde01w,1,PHO,G,149,15,0,27,18,4,11,13.924298303271987
hendene01w,2,HOU,G,179,22,0,26,21,6,16,15.114563203989789
hendetr01w,3,CLE,C,173,3,7,35,34,3,18,14.545217468302821
hendetr01w,4,CLE,C,45,3,1,2,14,1,4,15.638557692307689
henniso01w,1,SEA,G,980,79,3,168,86,61,54,12.206938775510203
henniso01w,2,SEA,G,902,93,6,108,71,52,43,11.941463414634146
henniso01w,3,HOU,G,521,51,6,44,58,23,36,9.038003838771592
henniso01w,3,SEA,G,207,15,1,18,26,9,7,14.370855533606251
henniso01w,4,IND,G,290,29,0,24,25,14,13,13.342611920221344
henniso01w,4,WAS,G,5,0,0,0,0,1,0,14.633869474173194
herriam01w,1,UTA,C,341,20,5,91,59,7,29,20.892599417520735
herriam01w,2,UTA,C,448,14,14,121,81,8,35,22.026804123711337
herriam01w,3,UTA,C,269,4,14,68,57,9,21,25.725087844375416
hibbeka01w,1,SEA,G-F,240,18,1,53,30,7,17,10.305
hicksje01w,1,ORL,F-C,157,4,7,38,26,2,17,18.10301938672514
hicksje01w,2,ORL,F-C,456,22,17,169,92,23,53,19.398128190643792
hicksje01w,3,ORL,F-C,471,23,25,190,102,19,51,33.168578603382606
hicksje01w,4,CON,F-C,253,6,9,98,48,11,26,23.189535945058083
hicksje01w,5,SAS,F-C,371,18,13,127,57,17,34,15.305323502360352
hillec01w,1,CHA,G,213,14,1,39,23,5,25,15.879500459167764
hillec01w,2,PHO,G,8,1,0,0,0,1,0,16.38192895510692
hledeko01w,1,UTA,G,867,92,4,312,93,38,76,18.269896193771626
hledeko01w,2,UTA,G,455,43,1,151,40,25,42,15.356863567797927
hledeko01w,3,NYL,G,129,12,2,26,16,6,21,13.458748889988266
hodgedo01w,5,LAS,G,245,16,2,43,22,10,17,14.292392279103563
hodgedo01w,6,LAS,G,669,77,7,178,47,18,48,15.191031390134532
hodgedo01w,7,LAS,G,456,66,4,131,42,14,43,18.86048811064202
hodgedo01w,8,SEA,G,33,6,0,10,2,1,5,14.169009265960616
hodgedo01w,9,IND,G,56,2,1,16,6,3,6,15.703079057083396
hodgero01w,6,HOU,G,188,7,0,33,17,3,3,9.12350208218625
hodgero01w,7,HOU,G,698,32,4,247,65,16,36,15.132378223495703
hodgero01w,8,HOU,G,331,27,0,102,30,13,20,13.314080102858691
hodgero01w,9,HOU,G,274,19,2,110,30,5,10,16.746816963762956
hodgero01w,10,MIN,G,902,64,15,328,99,21,36,18.155654101995566
hoffmeb01w,5,IND,F,334,21,5,60,87,15,27,19.21723835071284
hoffmeb01w,6,IND,F,497,16,10,120,97,21,23,17.87811017133517
hoffmeb01w,7,IND,F,851,46,16,218,193,37,73,17.729259694477086
hoffmeb01w,8,IND,F,582,26,18,144,137,21,41,18.52577319587629
hoffmeb01w,9,IND,F,1013,61,26,342,258,47,79,22.616386969397837
hoffmeb01w,10,IND,F,1005,52,12,338,199,57,82,19.690746268656714
holdsch01w,1,WAS,F,1131,80,18,561,240,47,93,26.119893899204243
holdsch01w,2,WAS,F,975,66,14,486,256,44,94,27.559384615384616
holdsch01w,3,WAS,F,634,45,6,397,232,20,45,36.81766561514196
holdsch01w,4,WAS,F,948,89,15,554,294,34,72,33.78227848101265
holdsch01w,5,WAS,F,801,56,18,437,191,39,57,29.892134831460677
holdsch01w,6,LAS,F,1183,104,16,561,223,38,99,24.32967032967033
holdsch01w,7,LAS,F,739,56,9,375,152,34,57,26.568876860622463
holdsch01w,8,LAS,F,150,15,3,79,28,6,26,20.278740457640275
holdsch01w,10,ATL,F,708,56,7,348,109,34,74,22.79491525423729
hollake01w,1,SAC,G,934,81,5,312,70,43,74,16.20770877944325
hollake01w,2,SAC,G,874,69,5,322,75,56,66,18.09473684210526
hollake01w,3,SAC,G,902,63,5,296,90,41,81,14.62749445676275
hollake01w,4,DET,G,694,63,3,312,57,36,59,20.640345821325646
hollake01w,5,HOU,G,703,53,3,177,66,40,47,13.95448079658606
hollake01w,7,DET,G,397,43,2,140,40,23,40,12.535791139205251
holliqu01w,10,MIN,C,434,5,8,164,110,12,34,21.812698128188224
holmejo01w,1,DET,F,271,14,4,91,45,11,16,21.265114094571732
holmese01w,9,HOU,G-F,203,11,1,52,35,8,14,18.863457631981042
holtam01w,9,CON,F,714,65,5,222,105,15,31,18.015126050420168
holtam01w,10,CON,F,380,44,2,137,74,9,14,21.07643315337061
hopeky01w,1,UTA,C,4,0,0,2,2,0,1,20.892599417520735
hornbal01w,9,DET,G,747,71,10,184,138,79,49,18.62168674698795
hornbal01w,10,DET,G,850,86,9,213,158,42,69,15.827294117647057
houstch01w,9,MIN,F,581,28,13,292,122,30,55,25.81342512908778
houstch01w,10,MIN,F,792,59,21,445,186,43,64,30.35454545454546
humphta01w,9,DET,C,297,22,6,160,63,13,24,19.175114882620502
humphta01w,9,WAS,C,212,9,2,89,49,4,21,21.12452830188679
humphta01w,10,MIN,C,340,8,6,150,59,12,14,21.812698128188224
humphta01w,10,WAS,C,67,3,3,20,13,1,6,18.161194029850748
irvinsa01w,6,PHO,F,122,5,6,44,34,5,2,17.404277216362306
irvinsa01w,7,PHO,F,38,1,8,7,10,2,3,20.135347330155337
irvinsa01w,8,SAS,F,128,7,10,27,40,3,11,18.867704720825387
irvinsa01w,9,SAS,F,116,2,5,26,36,3,7,24.369312307792974
ivanyda01w,1,UTA,G,489,63,3,93,54,25,50,16.099079074108136
ivanyda01w,4,PHO,G,34,2,1,6,4,0,2,9.832468717971345
ivanyda01w,6,SAS,G,577,68,0,75,50,26,53,10.219757365684574
ivanyda01w,7,SAS,G,322,50,0,42,41,12,19,17.08381824125531
iveyni01w,2,IND,G,708,70,5,115,55,33,35,12.615254237288138
iveyni01w,3,IND,G,439,39,3,86,28,16,22,14.57924181505633
iveyni01w,4,IND,G,651,71,7,135,32,29,28,14.803686635944704
iveyni01w,5,IND,G,179,18,3,34,10,4,6,13.715307500231594
iveyni01w,6,DET,G,102,10,0,14,12,6,5,14.12895157867053
iveyni01w,6,PHO,G,152,20,0,24,10,6,6,15.380482612057694
jacksde01w,3,CLE,F,143,6,1,55,27,2,9,16.805353161792997
jacksde01w,4,CLE,F,763,51,13,245,89,20,33,17.24508519003932
jacksde01w,5,IND,F,804,53,6,236,113,29,52,16.123880597014924
jacksde01w,6,IND,F,472,23,12,162,77,17,32,17.87811017133517
jacksde01w,7,CHI,F,328,13,3,132,66,9,22,18.97338263693017
jacksgw01w,4,SAS,F,975,20,17,289,205,15,46,18.598153846153846
jacksgw01w,5,PHO,F,136,4,1,56,27,3,4,16.75202123703928
jacksgw01w,5,SAS,F,290,11,3,61,54,3,11,29.60891080043921
jacksgw01w,6,PHO,F,121,3,3,31,23,0,10,17.404277216362306
jacksla01w,2,SEA,F-C,1001,44,64,442,193,54,53,28.213786213786214
jacksla01w,3,SEA,F-C,882,41,81,482,190,30,47,33.88571428571428
jacksla01w,4,SEA,F-C,1109,62,64,698,307,38,69,37.5419296663661
jacksla01w,5,SEA,F-C,1070,51,62,634,207,31,67,32.1981308411215
jacksla01w,6,SEA,F-C,1176,57,67,597,313,36,59,32.88979591836735
jacksla01w,7,SEA,F-C,848,48,51,585,230,24,40,40.13915094339623
jacksla01w,8,SEA,F-C,1020,40,63,739,300,31,56,41.66823529411765
jacksla01w,9,SEA,F-C,694,26,33,425,147,31,40,33.59308357348703
jacksla01w,10,SEA,F-C,843,22,45,499,182,38,43,33.34377224199288
jacksta01w,1,HOU,F-C,339,11,9,76,61,12,24,19.519008849557522
jacksta01w,2,HOU,F-C,442,21,11,104,91,22,29,16.748911129438515
jacksta01w,3,HOU,F-C,69,1,3,6,13,3,6,11.373913043478257
jacksta02w,1,DET,G,267,36,0,116,25,22,21,21.672075953959464
jacksta02w,2,POR,G,497,50,0,132,44,28,45,16.06276756145789
jacksta02w,3,POR,G,692,95,1,314,59,55,64,24.58092485549133
jacksta02w,4,PHO,G,958,146,4,300,82,52,76,20.202087682672232
jacksta02w,5,WAS,G,405,45,1,135,37,20,28,12.907750634361145
jacksta02w,6,WAS,G,66,10,0,9,6,5,4,15.642015851549141
jacksta02w,7,PHO,G,54,7,1,24,4,6,4,21.29610441668808
jacksti02w,8,NYL,F,474,19,12,173,104,23,49,19.131852405934563
jacksti02w,9,NYL,F,496,26,8,208,143,24,48,21.83776358891901
jacksti02w,10,NYL,F,495,24,13,180,116,21,43,20.462641659992588
jacobam01w,5,MIN,G,391,47,0,101,36,13,45,12.96782400011781
